ID_Record,Finance Account,Tax Account ID,Legal Account ID,Transaction ID,Financial Date,Category,Description,Amount,Amount Type,Client Name,Payment Method,Currency,Balance,Budget Code,Approval Status,Reference Number,Comments
1032,7556159,43585314,21799106,T021996,2021-12-16,Employee,Bonus,116682,Checking,Proactive Cutting-Edge Solutions,PayPal,SEK,13412,B071343,Approved,R011607,Annual software licensing fees
1022,8888361,12574526,19164770,T043871,2021-12-16,Other Expenses,Shipping,5382,Checking,Omega Future Innovations,Cash,JPY,42804,B076986,Approved,R093413,Annual software licensing fees
1006,2493894,45427680,13595457,T066469,2017-07-07,Rent,Rent payment,3893,Checking,Tech Power Solutions,Bank transfer,CHF,23450,B051749,Approved,R079136,Quarterly tax payments
1065,7762790,25292260,95821325,T025828,2022-04-03,Software,Data Software,964,Checking,Apex Transformative Solutions,Bank transfer,USD,98566,B052394,Approved,R075405,Employee training and development
1002,3032584,34008755,26464345,T004012,2019-08-28,Travel,Travel reimbursement,7265,Checking,Innovative Tech Solutions,Credit card,USD,97671,B090083,Approved,R045735,Legal consultation fees
1051,7082149,17088705,72491090,T030283,2019-02-26,Marketing,Advertising campaign,9403,Checking,Elite Sustainable Enterprises,Bank transfer,CAD,34008,B001308,Approved,R088794,"Insurance premiums, Monthly cleaning services"
1014,1865695,45427680,91201737,T025202,2020-08-17,Other Expenses,Repairs,4525,Savings,Ultimate Dynamic Dynamics,Credit card,GBP,18528,B095109,Approved,R097663,Transportation and logistics costs
1001,1321815,15965789,64244599,T064523,2022-03-05,Employee,Employee salaries,71820,Savings,Elite Synergy Innovations,Bank transfer,USD,35690,B051874,Approved,R065529,"Online ads, New chairs & desks"
1030,2133074,29510431,76815631,T037830,2010-06-30,Other Expenses,Repairs,9668,Savings,Vibrant Precision Corp,Credit card,USD,41420,B081551,Rejected,R097307,"Monthly rent, For office stationery"
1016,8441524,24286894,12124125,T093009,2019-08-07,Employee,Bonus,123385,Checking,Dynamic Synergistic Technologies,Credit card,USD,23598,B017704,Approved,R073656,Annual subscription
1095,1148237,43329323,34008755,T088393,2014-09-22,Marketing,Advertising campaign,1014,Savings,Tech Ingenious Enterprises,PayPal,NZD,98878,B009947,Pending,R016469,Annual software licensing fees
1059,6158086,52523087,85382826,T061413,2013-03-11,Utilities,Water Bill,2573,Savings,Tech Strive Co,Bank transfer,USD,3438,B023720,Approved,R041241,"Online ads, New chairs & desks"
1041,6315385,87727322,43184921,T083165,2022-11-18,Other Expenses,Repairs,7231,Checking,Strategic Evolve Group,Credit card,EUR,99831,B023970,Approved,R009177,Utilities and maintenance
1038,6818214,53760307,11506798,T083948,2016-11-08,Software,Coding Software,8930,Checking,Alpha First Group,Bank transfer,EUR,77178,B064992,Approved,R069539,Research and development investments
1079,9715241,82454070,11506798,T070239,2020-03-12,Utilities,Water Bill,7249,Checking,Prime Advanced Solutions,Bank transfer,NZD,5275,B051147,Approved,R044004,Conference and event sponsorships
1083,9351953,19064594,26914365,T073321,2017-06-11,Marketing,Advertising campaign,3638,Checking,Pioneer Vision Solutions,Bank transfer,JPY,58594,B063118,Approved,R060659,"Online ads, New chairs & desks"
1098,2490152,36350107,60923251,T015145,2010-09-16,Travel,Travel reimbursement,7002,Savings,Proactive Cutting-Edge Industries,PayPal,SEK,62694,B043356,Approved,R069347,"Technology upgrades, Hardware purchases"
1004,6058233,40145696,82454070,T028343,2017-06-27,Employee,Bonus,60528,Checking,Alpha Global Systems,Bank transfer,USD,69820,B089230,Approved,R089804,Employee training and development
1003,3683764,26260675,60923251,T005016,2015-07-05,Employee,Employee salaries,117432,Savings,Apex First Enterprises,Bank transfer,USD,17733,B025973,Pending,R093134,Annual software licensing fees
1050,8210008,48006750,51264692,T046664,2013-07-25,Travel,Travel reimbursement,4750,Checking,Diverse Strive Solutions,Bank transfer,USD,38148,B080463,Pending,R001816,Team travel expense
1035,4293763,51264692,87727322,T003943,2015-07-02,Marketing,Advertising campaign,850,Checking,Fusion Revolutionary Services,Credit card,SEK,65615,B002512,Rejected,R072566,Marketing campaign expenses
1047,2884028,69532194,34008755,T025591,2021-09-02,Marketing,Annual advertising,9558,Checking,Excellent Synergistic Services,Bank transfer,AUD,99309,B020907,Approved,R094725,Research and development investments
1062,2474888,34008755,51739165,T011454,2017-12-03,Utilities,Electricity bill,559,Savings,Pioneer Transformative Group,Bank transfer,JPY,47694,B043161,Approved,R025239,Marketing campaign expenses
1020,1188349,62449278,31470119,T029420,2010-01-17,Rent,Rent payment,6457,Savings,Omega Precision Networks,Credit card,USD,14508,B011114,Approved,R053325,Legal consultation fees
1015,3678468,48006750,52261465,T019109,2018-04-18,Software,Coding Software,4653,Savings,Epic Vision Dynamics,Cash,SEK,26804,B061940,Approved,R038216,Quarterly tax payments
1067,3217694,11506798,17088705,T014064,2015-07-22,Office,Office Repair,8667,Savings,Ultimate Visionary Networks,Cash,USD,26322,B076126,Rejected,R074475,"Insurance premiums, Monthly cleaning services"
1021,1841591,76860589,98465390,T092267,2012-03-07,Other Expenses,Repairs,664,Checking,Acme Dynamic Innovations,Cash,USD,97564,B018932,Approved,R077534,Utilities and maintenance
1018,3399894,16732730,69532194,T057685,2021-03-22,Travel,Travel reimbursement,132,Checking,Visionary Inspiration Solutions,Bank transfer,USD,76804,B058618,Approved,R058145,"Technology upgrades, Hardware purchases"
1080,1492947,58657194,40013534,T015762,2019-01-01,Rent,Rent payment,898,Savings,Tech First Innovations,Cash,USD,33226,B043995,Approved,R034338,Utilities and maintenance
1049,6217395,34008755,58657194,T033729,2019-08-08,Marketing,Advertising campaign,1216,Checking,Excellent Evolution Enterprises,Bank transfer,USD,9095,B065938,Approved,R085077,Monthly internet
1075,6964164,97223522,17088705,T095442,2017-07-14,Other Expenses,Repairs,8541,Savings,Apex Dynamic Innovations,Bank transfer,USD,96753,B044536,Approved,R057949,Employee health and wellness programs
1087,1265515,85119513,17088705,T065324,2021-10-27,Rent,Rent payment,3505,Savings,Dynamic Sustainable Ventures,Bank transfer,GBP,68286,B010105,Approved,R027645,"Technology upgrades, Hardware purchases"
1009,4001094,75059575,64102325,T027716,2023-06-22,Travel,Travel reimbursement,2992,Checking,Infinite Sustainable Technologies,Credit card,USD,19535,B051760,Pending,R096334,"Security services, Emergency funds allocation"
1053,9391279,77130237,96562281,T022416,2017-09-05,Other Expenses,Repairs,8990,Checking,Global Progressive Solutions,Credit card,CAD,27534,B092286,Approved,R003026,Marketing campaign expenses
1023,1886088,16613272,50004374,T047318,2020-02-27,Utilities,Internet bill,6446,Checking,Diverse Evolution Technologies,Bank transfer,AUD,68120,B085357,Approved,R036743,"Security services, Emergency funds allocation"
1005,5043217,86052443,43329323,T050847,2016-05-04,Office,Office furniture,712,Savings,Innovative Precision Innovations,Bank transfer,CHF,34705,B066307,Approved,R002903,"Monthly rent, For office stationery"
1085,6166826,85382826,87727322,T080916,2020-01-03,Marketing,Advertising campaign,6799,Savings,Superior Inspiration Services,Credit card,CAD,58063,B069924,Approved,R092959,"Technology upgrades, Hardware purchases"
1073,1445961,55013727,13758233,T007513,2014-05-14,Travel,Travel reimbursement,3724,Savings,Apex Innovative Networks,Credit card,NZD,60546,B075206,Approved,R038524,Annual software licensing fees
1036,3495533,43184921,12574526,T013530,2014-01-09,Marketing,Advertising campaign,9182,Checking,Excellent Strategic Solutions,Credit card,USD,3946,B036412,Approved,R011696,"Insurance premiums, Monthly cleaning services"
1048,9288940,87727322,85382826,T011056,2022-08-27,Other Expenses,Shipping,7087,Checking,Diverse Strategic Solutions,Cash,CAD,18033,B095061,Approved,R011780,Conference and event sponsorships
1058,7780574,83223835,48006750,T047212,2019-08-13,Software,Document Software,2542,Savings,Ultimate Transformative Solutions,Cash,USD,97903,B025008,Approved,R077848,Employee health and wellness programs
1045,8249546,13943578,79721935,T053229,2018-10-15,Other Expenses,Shipping,3839,Checking,Swift Impactful Industries,Credit card,USD,9637,B036239,Approved,R044921,Research and development investments
1033,6836721,26464345,51739165,T081798,2020-04-28,Other Expenses,Shipping,3586,Savings,Prime Innovative Enterprises,Bank transfer,USD,41393,B057011,Approved,R070967,Charitable donations and sponsorships
1027,3569631,12574526,21951155,T003136,2017-05-17,Marketing,Advertising campaign,9703,Checking,Dynamic Visionary Enterprises,Credit card,USD,99431,B097867,Approved,R057851,Transportation and logistics costs
1096,4751691,60923251,60740782,T005644,2016-03-31,Utilities,Electricity bill,6000,Checking,Fusion Vision Dynamics,Credit card,USD,51078,B086383,Approved,R051555,Marketing campaign expenses
1076,1449432,53760307,60740782,T049482,2018-05-24,Employee,Contract Payment,72880,Savings,Tech Dynamic Enterprises,Bank transfer,SEK,66095,B059500,Approved,R047334,Client entertainment expenses
1097,9765676,43329323,86052443,T062426,2022-12-30,Other Expenses,Repairs,9630,Checking,Strategic Precision Systems,Bank transfer,CAD,9293,B068796,Rejected,R063096,Legal consultation fees
1052,5750843,48194124,17088705,T078069,2019-07-28,Other Expenses,Repairs,7112,Checking,Prime Synergistic Enterprises,PayPal,AUD,60543,B087499,Approved,R086226,Legal consultation fees
1061,6626715,30557055,77130237,T041019,2011-03-25,Employee,Contract Payment,99779,Savings,Fusion Dynamic Solutions,Bank transfer,USD,42480,B093455,Approved,R039846,Monthly internet
1064,7342597,79064910,48006750,T055489,2019-03-11,Marketing,Advertising campaign,8748,Savings,Tech Impactful Industries,Bank transfer,USD,74078,B022379,Approved,R090576,Team travel expense
1069,6470038,89064315,13758233,T015391,2017-09-11,Other Expenses,Shipping,3521,Savings,Brilliant Visionary Enterprises,Bank transfer,JPY,77084,B062405,Approved,R044174,Conference and event sponsorships
1026,1745723,86972559,83223835,T068893,2015-06-27,Travel,Travel reimbursement,1073,Checking,Innovative Global Solutions,Bank transfer,USD,49983,B095115,Approved,R099321,Client entertainment expenses
1007,3438803,24286894,29964269,T063014,2012-03-21,Rent,Rent payment,1521,Checking,Proactive Evolve Solutions,Cash,CAD,99800,B053235,Pending,R090160,Employee training and development
1094,9945545,69532194,82411900,T060443,2010-12-18,Office,Office furniture,9187,Checking,Flexible Tech Enterprises,Credit card,USD,73187,B067272,Approved,R088969,Annual subscription
1063,9058996,98348436,36701672,T032295,2022-02-01,Office,Office Repair,8522,Checking,Proactive Vision Dynamics,Credit card,USD,93416,B083534,Approved,R063424,Monthly internet
1066,5774265,74471969,81564362,T059686,2017-10-27,Other Expenses,Shipping,2306,Checking,Strategic Vision Enterprises,PayPal,USD,62447,B097002,Approved,R028205,Office renovation costs
1039,3114295,42345737,27741552,T082093,2023-11-04,Other Expenses,Repairs,7949,Checking,Swift Evolve Systems,Credit card,JPY,37286,B089621,Approved,R001554,Employee training and development
1017,2911532,97223522,86972559,T090732,2020-03-26,Utilities,Water Bill,4210,Savings,Epic Power Technologies,Credit card,GBP,39656,B089344,Pending,R036156,"Monthly bill, Business dinner"
1074,6282683,12124125,98348436,T071998,2011-05-03,Employee,Contract Payment,121532,Savings,Vibrant Synergy Systems,Bank transfer,GBP,71421,B082401,Approved,R036269,Client entertainment expenses
1070,7365406,67996371,51334611,T069412,2017-11-07,Office,Office Repair,9410,Checking,Pioneer Creative Enterprises,Bank transfer,CNY,19761,B009219,Approved,R038482,Research and development investments
1037,5285076,73106888,44280613,T015865,2022-02-18,Office,Office furniture,5232,Savings,Swift Impactful Solutions,Credit card,GBP,51966,B077631,Approved,R005724,Legal consultation fees
1082,9633113,85119513,43184921,T097508,2020-10-07,Utilities,Electricity bill,8429,Savings,Swift Transformative Industries,Credit card,USD,19580,B080322,Approved,R004772,Office renovation costs
1057,3058043,89064315,19164770,T015925,2013-12-14,Utilities,Water Bill,6238,Checking,Visionary Evolve Co,Bank transfer,JPY,13051,B062346,Approved,R095057,Monthly payroll processing
1091,2668447,29199157,26464345,T031835,2016-02-17,Employee,Contract Payment,51164,Savings,Ultimate Inspire Consulting,Credit card,CAD,59208,B025149,Approved,R097755,Monthly internet
1056,2145596,50465870,40013534,T087044,2019-02-13,Marketing,Annual advertising,6284,Checking,Pioneer Digital Enterprises,Bank transfer,USD,35789,B056832,Approved,R046127,Office renovation costs
1025,1469779,16613272,51334611,T020422,2021-02-11,Travel,Travel reimbursement,6283,Checking,Acme Evolve Corp,Bank transfer,JPY,36388,B036906,Rejected,R021356,Monthly payroll processing
1013,2785861,79721935,91201737,T069925,2015-11-29,Travel,Travel reimbursement,3951,Savings,Proactive Global Solutions,Bank transfer,USD,75511,B096215,Approved,R073872,Conference and event sponsorships
1072,6038957,21921221,56693769,T001149,2014-06-21,Other Expenses,Repairs,8796,Checking,Brilliant Vision Solutions,Credit card,EUR,70087,B046663,Approved,R066555,Legal consultation fees
1099,9132446,52523087,81564362,T062087,2010-09-08,Rent,Rent payment,735,Checking,Swift Synergistic Solutions,Cash,CAD,83114,B045585,Rejected,R064803,"Security services, Emergency funds allocation"
1043,8811386,57713315,75059575,T037987,2016-12-08,Other Expenses,Repairs,3473,Checking,Diverse Revolutionary Enterprises,PayPal,USD,69863,B065943,Approved,R079885,Team travel expense
1029,5198164,79064910,58657194,T039226,2023-09-22,Other Expenses,Shipping,9860,Checking,Infinite Impactful Solutions,Cash,AUD,51686,B025166,Approved,R084963,"Insurance premiums, Monthly cleaning services"
1000,5943691,98348436,43585314,T069396,2023-11-19,Travel,Travel reimbursement,1316,Savings,Flexible Tech Enterprises,Cash,AUD,72279,B071207,Approved,R089774,"Online ads, New chairs & desks"
1055,5166165,36350107,92117123,T087584,2011-12-17,Utilities,Internet bill,8199,Savings,Flexible Inspiration Solutions,Bank transfer,CHF,88752,B038404,Approved,R040680,Client entertainment expenses
1077,5428460,73106888,58657194,T073837,2017-08-25,Software,Media Software,6920,Savings,Alpha Impactful Ventures,Bank transfer,USD,32676,B092342,Approved,R098682,"Insurance premiums, Monthly cleaning services"
1078,4768212,44280613,57713315,T050690,2011-07-31,Utilities,Internet bill,2638,Checking,Acme First Solutions,Credit card,AUD,41316,B046886,Approved,R080284,Employee training and development
1011,4337709,48006750,55013727,T095740,2018-04-08,Software,Media Software,3229,Checking,Innovative Synergistic Solutions,Cash,USD,1232,B056596,Pending,R079269,Office renovation costs
1054,5178079,99645414,26914365,T073341,2018-03-27,Rent,Rent payment,5144,Checking,Superior Digital Enterprises,PayPal,JPY,54943,B095044,Approved,R085807,"Security services, Emergency funds allocation"
1093,6000546,80125412,52523087,T079312,2011-04-09,Marketing,Advertising campaign,5232,Savings,Apex Advanced Innovations,Credit card,USD,12474,B065666,Rejected,R031066,Team travel expense
1008,5148115,67996371,51264692,T049518,2018-03-27,Rent,Rent payment,976,Savings,Strategic Dynamic Services,Bank transfer,CAD,19272,B051356,Approved,R022073,Employee training and development
1024,1826659,26464345,29510431,T069245,2011-08-13,Rent,Rent payment,5726,Savings,Excellent Cutting-Edge Labs,Credit card,USD,29225,B010534,Approved,R048863,"Technology upgrades, Hardware purchases"
1089,9357573,89064315,43184921,T020078,2010-04-19,Employee,Employee salaries,129234,Checking,Pioneer Forward Services,PayPal,CNY,3440,B046616,Rejected,R020456,Team travel expense
1090,4099737,26914365,48194124,T077623,2019-10-30,Rent,Rent payment,6635,Checking,Excellent Synergistic Co,Credit card,USD,21998,B081023,Approved,R081272,"Monthly bill, Business dinner"
1084,5054440,48006750,19064594,T017977,2011-06-09,Employee,Contract Payment,119759,Checking,Elite Forward Innovations,Cash,USD,19459,B070601,Approved,R010562,Office renovation costs
1012,2927483,74471969,13943578,T004954,2023-02-17,Travel,Travel reimbursement,6802,Savings,Vibrant Forward Innovations,Credit card,USD,93484,B015793,Approved,R031329,Annual software licensing fees
1044,5638730,73106888,64102325,T069419,2016-07-21,Employee,Employee salaries,106451,Savings,Infinite Digital Labs,Bank transfer,USD,61197,B025733,Rejected,R005021,"Monthly rent, For office stationery"
1019,7373824,31427749,52261465,T028502,2018-11-14,Software,Media Software,9726,Savings,Fusion Revolutionary Group,Credit card,JPY,83107,B019882,Approved,R014595,Team travel expense
1092,1026752,29964269,26914365,T051620,2012-08-09,Office,Office Repair,4312,Savings,Innovative Synergistic Solutions,Bank transfer,USD,23993,B065991,Approved,R096082,"Monthly rent, For office stationery"
1071,5729994,48006750,13595457,T050331,2012-11-11,Marketing,Advertising campaign,6498,Savings,Excellent Impactful Enterprises,Bank transfer,USD,42062,B020841,Approved,R002098,Team travel expense
1086,2684048,51264692,13567691,T035848,2021-03-01,Travel,Travel reimbursement,5363,Savings,Flexible Synergistic Solutions,Bank transfer,USD,41488,B040072,Approved,R025181,"Insurance premiums, Monthly cleaning services"
1028,3638843,16613272,80125412,T044248,2019-05-23,Office,Office supplies,8905,Savings,Tech Ingenious Technologies,Bank transfer,USD,53226,B056053,Approved,R054001,Monthly payroll processing
1040,8317072,82411900,15965789,T088615,2013-09-10,Office,Office furniture,7516,Savings,Brilliant Impactful Consulting,Bank transfer,USD,2188,B030431,Approved,R019135,Utilities and maintenance
1068,4822455,60923251,50465870,T048889,2022-03-30,Software,Data Software,5252,Checking,Visionary Evolution Corp,Bank transfer,USD,45870,B059606,Approved,R093030,Annual software licensing fees
1010,9143337,50311663,52261465,T044375,2021-09-01,Travel,Travel reimbursement,6324,Checking,Vibrant Advanced Corp,Bank transfer,USD,41232,B014909,Approved,R041429,"Security services, Emergency funds allocation"
1042,7557477,50004374,51334611,T040749,2012-12-25,Marketing,Advertising campaign,6379,Savings,Strategic Vision Innovations,Bank transfer,CNY,74256,B058819,Rejected,R000688,Annual subscription
1060,1818243,86972559,48194124,T045218,2015-02-28,Software,Media Software,5644,Savings,Elite Digital Enterprises,Cash,USD,83128,B017215,Approved,R005238,"Online ads, New chairs & desks"
1088,9805491,29964269,89064315,T040289,2016-05-12,Software,Data Software,3001,Savings,Excellent Power Enterprises,PayPal,JPY,36261,B038244,Rejected,R049210,"Online ads, New chairs & desks"
1031,6137951,48006750,25072226,T062156,2010-05-19,Utilities,Electricity bill,2995,Checking,Superior Creative Networks,PayPal,USD,85844,B069421,Approved,R005929,Marketing campaign expenses
1081,9298270,98465390,51739165,T020273,2011-01-27,Travel,Travel reimbursement,1364,Savings,Flexible Inspiration Enterprises,Credit card,CAD,72585,B039013,Approved,R015437,Legal consultation fees
1046,2972512,92117123,76815631,T014063,2015-08-14,Utilities,Electricity bill,2806,Savings,Ultimate Future Labs,Cash,USD,74933,B096499,Approved,R040197,Transportation and logistics costs
1034,3638629,30557055,58657194,T009248,2019-08-01,Travel,Travel reimbursement,7129,Savings,Global Tech Ventures,Bank transfer,EUR,59315,B047906,Approved,R084648,Utilities and maintenance
